lemma	word	grammemes
ДОЛГАНОВ	ДОЛГАНОВ	мр,ед,им
ДОЛГАНОВА	ДОЛГАНОВА	жр,ед,им
ДОЛГАНОВА	ДОЛГАНОВУ	жр,ед,вн
ДОЛГАНОВ	ДОЛГАНОВЫМ	мр-жр,мн,дт
ДОЛГАНОВ	ДОЛГАНОВЕ	мр,ед,пр
ДОЛГАНОВ	ДОЛГАНОВЫ	мр-жр,мн,им
ДОЛГАНОВ	ДОЛГАНОВЫХ	мр-жр,мн,пр
ДОЛГАНОВ	ДОЛГАНОВЫМИ	мр-жр,мн,тв
ДОЛГАНОВА	ДОЛГАНОВОЙ	жр,ед,пр
ДОЛГАШОВ	ДОЛГАШОВ	мр,ед,им
ДОЛГАШОВА	ДОЛГАШОВА	жр,ед,им
ДОЛГАШОВА	ДОЛГАШОВУ	жр,ед,вн
ДОЛГАШОВ	ДОЛГАШОВЫМ	мр-жр,мн,дт
ДОЛГАШОВ	ДОЛГАШОВЕ	мр,ед,пр
ДОЛГАШОВ	ДОЛГАШОВЫ	мр-жр,мн,им
ДОЛГАШОВ	ДОЛГАШОВЫХ	мр-жр,мн,пр
ДОЛГАШОВ	ДОЛГАШОВЫМИ	мр-жр,мн,тв
ДОЛГАШОВА	ДОЛГАШОВОЙ	жр,ед,пр
ДОЛГЕНЬКИЙ	ДОЛГЕНЬКИЙ	мр,ед,им
ДОЛГЕНЬКИЙ	ДОЛГЕНЬКОГО	мр,ед,вн
ДОЛГЕНЬКИЙ	ДОЛГЕНЬКОМУ	мр,ед,дт
ДОЛГЕНЬКИЙ	ДОЛГЕНЬКИМ	мр-жр,мн,дт
ДОЛГЕНЬКИЙ	ДОЛГЕНЬКОМ	мр,ед,пр
ДОЛГЕНЬКИЙ	ДОЛГЕНЬКИЕ	мр-жр,мн,им
ДОЛГЕНЬКИЙ	ДОЛГЕНЬКИХ	мр-жр,мн,пр
ДОЛГЕНЬКИЙ	ДОЛГЕНЬКИМИ	мр-жр,мн,тв
ДОЛГЕНЬКАЯ	ДОЛГЕНЬКАЯ	жр,ед,им
ДОЛГЕНЬКАЯ	ДОЛГЕНЬКОЙ	жр,ед,пр
ДОЛГЕНЬКАЯ	ДОЛГЕНЬКУЮ	жр,ед,вн
ДОЛГИН	ДОЛГИН	мр,ед,им
ДОЛГИНА	ДОЛГИНА	жр,ед,им
ДОЛГИНА	ДОЛГИНУ	жр,ед,вн
ДОЛГИН	ДОЛГИНЫМ	мр-жр,мн,дт
ДОЛГИН	ДОЛГИНЕ	мр,ед,пр
ДОЛГИН	ДОЛГИНЫ	мр-жр,мн,им
ДОЛГИН	ДОЛГИНЫХ	мр-жр,мн,пр
ДОЛГИН	ДОЛГИНЫМИ	мр-жр,мн,тв
ДОЛГИНА	ДОЛГИНОЙ	жр,ед,пр
ДОЛГОБОРОДОВ	ДОЛГОБОРОДОВ	мр,ед,им
ДОЛГОБОРОДОВА	ДОЛГОБОРОДОВА	жр,ед,им
ДОЛГОБОРОДОВА	ДОЛГОБОРОДОВУ	жр,ед,вн
ДОЛГОБОРОДОВ	ДОЛГОБОРОДОВЫМ	мр-жр,мн,дт
ДОЛГОБОРОДОВ	ДОЛГОБОРОДОВЕ	мр,ед,пр
ДОЛГОБОРОДОВ	ДОЛГОБОРОДОВЫ	мр-жр,мн,им
ДОЛГОБОРОДОВ	ДОЛГОБОРОДОВЫХ	мр-жр,мн,пр
ДОЛГОБОРОДОВ	ДОЛГОБОРОДОВЫМИ	мр-жр,мн,тв
ДОЛГОБОРОДОВА	ДОЛГОБОРОДОВОЙ	жр,ед,пр
ДОЛГОВ	ДОЛГОВ	мр,ед,им
ДОЛГОВА	ДОЛГОВА	жр,ед,им
ДОЛГОВА	ДОЛГОВУ	жр,ед,вн
ДОЛГОВ	ДОЛГОВЫМ	мр-жр,мн,дт
ДОЛГОВ	ДОЛГОВЕ	мр,ед,пр
ДОЛГОВ	ДОЛГОВЫ	мр-жр,мн,им
ДОЛГОВ	ДОЛГОВЫХ	мр-жр,мн,пр
ДОЛГОВ	ДОЛГОВЫМИ	мр-жр,мн,тв
ДОЛГОВА	ДОЛГОВОЙ	жр,ед,пр
ДОЛГОВИДОВ	ДОЛГОВИДОВ	мр,ед,им
ДОЛГОВИДОВА	ДОЛГОВИДОВА	жр,ед,им
ДОЛГОВИДОВА	ДОЛГОВИДОВУ	жр,ед,вн
ДОЛГОВИДОВ	ДОЛГОВИДОВЫМ	мр-жр,мн,дт
ДОЛГОВИДОВ	ДОЛГОВИДОВЕ	мр,ед,пр
ДОЛГОВИДОВ	ДОЛГОВИДОВЫ	мр-жр,мн,им
ДОЛГОВИДОВ	ДОЛГОВИДОВЫХ	мр-жр,мн,пр
ДОЛГОВИДОВ	ДОЛГОВИДОВЫМИ	мр-жр,мн,тв
ДОЛГОВИДОВА	ДОЛГОВИДОВОЙ	жр,ед,пр
ДОЛГОЛАПТЕВ	ДОЛГОЛАПТЕВ	мр,ед,им
ДОЛГОЛАПТЕВА	ДОЛГОЛАПТЕВА	жр,ед,им
ДОЛГОЛАПТЕВА	ДОЛГОЛАПТЕВУ	жр,ед,вн
ДОЛГОЛАПТЕВ	ДОЛГОЛАПТЕВЫМ	мр-жр,мн,дт
ДОЛГОЛАПТЕВ	ДОЛГОЛАПТЕВЕ	мр,ед,пр
ДОЛГОЛАПТЕВ	ДОЛГОЛАПТЕВЫ	мр-жр,мн,им
ДОЛГОЛАПТЕВ	ДОЛГОЛАПТЕВЫХ	мр-жр,мн,пр
ДОЛГОЛАПТЕВ	ДОЛГОЛАПТЕВЫМИ	мр-жр,мн,тв
ДОЛГОЛАПТЕВА	ДОЛГОЛАПТЕВОЙ	жр,ед,пр
ДОЛГОПОЛОВ	ДОЛГОПОЛОВ	мр,ед,им
ДОЛГОПОЛОВА	ДОЛГОПОЛОВА	жр,ед,им
ДОЛГОПОЛОВА	ДОЛГОПОЛОВУ	жр,ед,вн
ДОЛГОПОЛОВ	ДОЛГОПОЛОВЫМ	мр-жр,мн,дт
ДОЛГОПОЛОВ	ДОЛГОПОЛОВЕ	мр,ед,пр
ДОЛГОПОЛОВ	ДОЛГОПОЛОВЫ	мр-жр,мн,им
ДОЛГОПОЛОВ	ДОЛГОПОЛОВЫХ	мр-жр,мн,пр
ДОЛГОПОЛОВ	ДОЛГОПОЛОВЫМИ	мр-жр,мн,тв
ДОЛГОПОЛОВА	ДОЛГОПОЛОВОЙ	жр,ед,пр
ДОЛГОПЯТОВ	ДОЛГОПЯТОВ	мр,ед,им
ДОЛГОПЯТОВА	ДОЛГОПЯТОВА	жр,ед,им
ДОЛГОПЯТОВА	ДОЛГОПЯТОВУ	жр,ед,вн
ДОЛГОПЯТОВ	ДОЛГОПЯТОВЫМ	мр-жр,мн,дт
ДОЛГОПЯТОВ	ДОЛГОПЯТОВЕ	мр,ед,пр
ДОЛГОПЯТОВ	ДОЛГОПЯТОВЫ	мр-жр,мн,им
ДОЛГОПЯТОВ	ДОЛГОПЯТОВЫХ	мр-жр,мн,пр
ДОЛГОПЯТОВ	ДОЛГОПЯТОВЫМИ	мр-жр,мн,тв
ДОЛГОПЯТОВА	ДОЛГОПЯТОВОЙ	жр,ед,пр
ДОЛГОРУКОВ	ДОЛГОРУКОВ	мр,ед,им
ДОЛГОРУКОВА	ДОЛГОРУКОВА	жр,ед,им
ДОЛГОРУКОВА	ДОЛГОРУКОВУ	жр,ед,вн
ДОЛГОРУКОВ	ДОЛГОРУКОВЫМ	мр-жр,мн,дт
ДОЛГОРУКОВ	ДОЛГОРУКОВЕ	мр,ед,пр
ДОЛГОРУКОВ	ДОЛГОРУКОВЫ	мр-жр,мн,им
ДОЛГОРУКОВ	ДОЛГОРУКОВЫХ	мр-жр,мн,пр
ДОЛГОРУКОВ	ДОЛГОРУКОВЫМИ	мр-жр,мн,тв
ДОЛГОРУКОВА	ДОЛГОРУКОВОЙ	жр,ед,пр
ДОЛГУНОВ	ДОЛГУНОВ	мр,ед,им
ДОЛГУНОВА	ДОЛГУНОВА	жр,ед,им
ДОЛГУНОВА	ДОЛГУНОВУ	жр,ед,вн
ДОЛГУНОВ	ДОЛГУНОВЫМ	мр-жр,мн,дт
ДОЛГУНОВ	ДОЛГУНОВЕ	мр,ед,пр
ДОЛГУНОВ	ДОЛГУНОВЫ	мр-жр,мн,им
ДОЛГУНОВ	ДОЛГУНОВЫХ	мр-жр,мн,пр
ДОЛГУНОВ	ДОЛГУНОВЫМИ	мр-жр,мн,тв
ДОЛГУНОВА	ДОЛГУНОВОЙ	жр,ед,пр
ДОЛГУШИН	ДОЛГУШИН	мр,ед,им
ДОЛГУШИНА	ДОЛГУШИНА	жр,ед,им
ДОЛГУШИНА	ДОЛГУШИНУ	жр,ед,вн
ДОЛГУШИН	ДОЛГУШИНЫМ	мр-жр,мн,дт
ДОЛГУШИН	ДОЛГУШИНЕ	мр,ед,пр
ДОЛГУШИН	ДОЛГУШИНЫ	мр-жр,мн,им
ДОЛГУШИН	ДОЛГУШИНЫХ	мр-жр,мн,пр
ДОЛГУШИН	ДОЛГУШИНЫМИ	мр-жр,мн,тв
ДОЛГУШИНА	ДОЛГУШИНОЙ	жр,ед,пр
ДОЛГУШКИН	ДОЛГУШКИН	мр,ед,им
ДОЛГУШКИНА	ДОЛГУШКИНА	жр,ед,им
ДОЛГУШКИНА	ДОЛГУШКИНУ	жр,ед,вн
ДОЛГУШКИН	ДОЛГУШКИНЫМ	мр-жр,мн,дт
ДОЛГУШКИН	ДОЛГУШКИНЕ	мр,ед,пр
ДОЛГУШКИН	ДОЛГУШКИНЫ	мр-жр,мн,им
ДОЛГУШКИН	ДОЛГУШКИНЫХ	мр-жр,мн,пр
ДОЛГУШКИН	ДОЛГУШКИНЫМИ	мр-жр,мн,тв
ДОЛГУШКИНА	ДОЛГУШКИНОЙ	жр,ед,пр
ДОЛЕНКО	ДОЛЕНКО	мр-жр,0
ДОЛЕЦКИЙ	ДОЛЕЦКИЙ	мр,ед,им
ДОЛЕЦКИЙ	ДОЛЕЦКОГО	мр,ед,вн
ДОЛЕЦКИЙ	ДОЛЕЦКОМУ	мр,ед,дт
ДОЛЕЦКИЙ	ДОЛЕЦКИМ	мр-жр,мн,дт
ДОЛЕЦКИЙ	ДОЛЕЦКОМ	мр,ед,пр
ДОЛЕЦКИЙ	ДОЛЕЦКИЕ	мр-жр,мн,им
ДОЛЕЦКИЙ	ДОЛЕЦКИХ	мр-жр,мн,пр
ДОЛЕЦКИЙ	ДОЛЕЦКИМИ	мр-жр,мн,тв
ДОЛЕЦКАЯ	ДОЛЕЦКАЯ	жр,ед,им
ДОЛЕЦКАЯ	ДОЛЕЦКОЙ	жр,ед,пр
ДОЛЕЦКАЯ	ДОЛЕЦКУЮ	жр,ед,вн
ДОЛЖЕНКО	ДОЛЖЕНКО	мр-жр,0
ДОЛЖЕНКОВ	ДОЛЖЕНКОВ	мр,ед,им
ДОЛЖЕНКОВА	ДОЛЖЕНКОВА	жр,ед,им
ДОЛЖЕНКОВА	ДОЛЖЕНКОВУ	жр,ед,вн
ДОЛЖЕНКОВ	ДОЛЖЕНКОВЫМ	мр-жр,мн,дт
ДОЛЖЕНКОВ	ДОЛЖЕНКОВЕ	мр,ед,пр
ДОЛЖЕНКОВ	ДОЛЖЕНКОВЫ	мр-жр,мн,им
ДОЛЖЕНКОВ	ДОЛЖЕНКОВЫХ	мр-жр,мн,пр
ДОЛЖЕНКОВ	ДОЛЖЕНКОВЫМИ	мр-жр,мн,тв
ДОЛЖЕНКОВА	ДОЛЖЕНКОВОЙ	жр,ед,пр
ДОЛЖИКОВ	ДОЛЖИКОВ	мр,ед,им
ДОЛЖИКОВА	ДОЛЖИКОВА	жр,ед,им
ДОЛЖИКОВА	ДОЛЖИКОВУ	жр,ед,вн
ДОЛЖИКОВ	ДОЛЖИКОВЫМ	мр-жр,мн,дт
ДОЛЖИКОВ	ДОЛЖИКОВЕ	мр,ед,пр
ДОЛЖИКОВ	ДОЛЖИКОВЫ	мр-жр,мн,им
ДОЛЖИКОВ	ДОЛЖИКОВЫХ	мр-жр,мн,пр
ДОЛЖИКОВ	ДОЛЖИКОВЫМИ	мр-жр,мн,тв
ДОЛЖИКОВА	ДОЛЖИКОВОЙ	жр,ед,пр
ДОЛИДЗЕ	ДОЛИДЗЕ	мр-жр,0
ДОЛИНИН	ДОЛИНИН	мр,ед,им
ДОЛИНИНА	ДОЛИНИНА	жр,ед,им
ДОЛИНИНА	ДОЛИНИНУ	жр,ед,вн
ДОЛИНИН	ДОЛИНИНЫМ	мр-жр,мн,дт
ДОЛИНИН	ДОЛИНИНЕ	мр,ед,пр
ДОЛИНИН	ДОЛИНИНЫ	мр-жр,мн,им
ДОЛИНИН	ДОЛИНИНЫХ	мр-жр,мн,пр
ДОЛИНИН	ДОЛИНИНЫМИ	мр-жр,мн,тв
ДОЛИНИНА	ДОЛИНИНОЙ	жр,ед,пр
ДОЛИНСКИЙ	ДОЛИНСКИЙ	мр,ед,им
ДОЛИНСКИЙ	ДОЛИНСКОГО	мр,ед,вн
ДОЛИНСКИЙ	ДОЛИНСКОМУ	мр,ед,дт
ДОЛИНСКИЙ	ДОЛИНСКИМ	мр-жр,мн,дт
ДОЛИНСКИЙ	ДОЛИНСКОМ	мр,ед,пр
ДОЛИНСКИЙ	ДОЛИНСКИЕ	мр-жр,мн,им
ДОЛИНСКИЙ	ДОЛИНСКИХ	мр-жр,мн,пр
ДОЛИНСКИЙ	ДОЛИНСКИМИ	мр-жр,мн,тв
ДОЛИНСКАЯ	ДОЛИНСКАЯ	жр,ед,им
ДОЛИНСКАЯ	ДОЛИНСКОЙ	жр,ед,пр
ДОЛИНСКАЯ	ДОЛИНСКУЮ	жр,ед,вн
ДОЛМАТОВ	ДОЛМАТОВ	мр,ед,им
ДОЛМАТОВА	ДОЛМАТОВА	жр,ед,им
ДОЛМАТОВА	ДОЛМАТОВУ	жр,ед,вн
ДОЛМАТОВ	ДОЛМАТОВЫМ	мр-жр,мн,дт
ДОЛМАТОВ	ДОЛМАТОВЕ	мр,ед,пр
ДОЛМАТОВ	ДОЛМАТОВЫ	мр-жр,мн,им
ДОЛМАТОВ	ДОЛМАТОВЫХ	мр-жр,мн,пр
ДОЛМАТОВ	ДОЛМАТОВЫМИ	мр-жр,мн,тв
ДОЛМАТОВА	ДОЛМАТОВОЙ	жр,ед,пр
ДОЛОТИН	ДОЛОТИН	мр,ед,им
ДОЛОТИНА	ДОЛОТИНА	жр,ед,им
ДОЛОТИНА	ДОЛОТИНУ	жр,ед,вн
ДОЛОТИН	ДОЛОТИНЫМ	мр-жр,мн,дт
ДОЛОТИН	ДОЛОТИНЕ	мр,ед,пр
ДОЛОТИН	ДОЛОТИНЫ	мр-жр,мн,им
ДОЛОТИН	ДОЛОТИНЫХ	мр-жр,мн,пр
ДОЛОТИН	ДОЛОТИНЫМИ	мр-жр,мн,тв
ДОЛОТИНА	ДОЛОТИНОЙ	жр,ед,пр
ДОЛОТОВ	ДОЛОТОВ	мр,ед,им
ДОЛОТОВА	ДОЛОТОВА	жр,ед,им
ДОЛОТОВА	ДОЛОТОВУ	жр,ед,вн
ДОЛОТОВ	ДОЛОТОВЫМ	мр-жр,мн,дт
ДОЛОТОВ	ДОЛОТОВЕ	мр,ед,пр
ДОЛОТОВ	ДОЛОТОВЫ	мр-жр,мн,им
ДОЛОТОВ	ДОЛОТОВЫХ	мр-жр,мн,пр
ДОЛОТОВ	ДОЛОТОВЫМИ	мр-жр,мн,тв
ДОЛОТОВА	ДОЛОТОВОЙ	жр,ед,пр
ДОЛОШИЦКИЙ	ДОЛОШИЦКИЙ	мр,ед,им
ДОЛОШИЦКИЙ	ДОЛОШИЦКОГО	мр,ед,вн
ДОЛОШИЦКИЙ	ДОЛОШИЦКОМУ	мр,ед,дт
ДОЛОШИЦКИЙ	ДОЛОШИЦКИМ	мр-жр,мн,дт
ДОЛОШИЦКИЙ	ДОЛОШИЦКОМ	мр,ед,пр
ДОЛОШИЦКИЙ	ДОЛОШИЦКИЕ	мр-жр,мн,им
ДОЛОШИЦКИЙ	ДОЛОШИЦКИХ	мр-жр,мн,пр
ДОЛОШИЦКИЙ	ДОЛОШИЦКИМИ	мр-жр,мн,тв
ДОЛОШИЦКАЯ	ДОЛОШИЦКАЯ	жр,ед,им
ДОЛОШИЦКАЯ	ДОЛОШИЦКОЙ	жр,ед,пр
ДОЛОШИЦКАЯ	ДОЛОШИЦКУЮ	жр,ед,вн
ДОЛУХАНОВ	ДОЛУХАНОВ	мр,ед,им
ДОЛУХАНОВА	ДОЛУХАНОВА	жр,ед,им
ДОЛУХАНОВА	ДОЛУХАНОВУ	жр,ед,вн
ДОЛУХАНОВ	ДОЛУХАНОВЫМ	мр-жр,мн,дт
ДОЛУХАНОВ	ДОЛУХАНОВЕ	мр,ед,пр
ДОЛУХАНОВ	ДОЛУХАНОВЫ	мр-жр,мн,им
ДОЛУХАНОВ	ДОЛУХАНОВЫХ	мр-жр,мн,пр
ДОЛУХАНОВ	ДОЛУХАНОВЫМИ	мр-жр,мн,тв
ДОЛУХАНОВА	ДОЛУХАНОВОЙ	жр,ед,пр
ДОЛЬНИКОВ	ДОЛЬНИКОВ	мр,ед,им
ДОЛЬНИКОВА	ДОЛЬНИКОВА	жр,ед,им
ДОЛЬНИКОВА	ДОЛЬНИКОВУ	жр,ед,вн
ДОЛЬНИКОВ	ДОЛЬНИКОВЫМ	мр-жр,мн,дт
ДОЛЬНИКОВ	ДОЛЬНИКОВЕ	мр,ед,пр
ДОЛЬНИКОВ	ДОЛЬНИКОВЫ	мр-жр,мн,им
ДОЛЬНИКОВ	ДОЛЬНИКОВЫХ	мр-жр,мн,пр
ДОЛЬНИКОВ	ДОЛЬНИКОВЫМИ	мр-жр,мн,тв
ДОЛЬНИКОВА	ДОЛЬНИКОВОЙ	жр,ед,пр
ДОЛЬСКИЙ	ДОЛЬСКИЙ	мр,ед,им
ДОЛЬСКИЙ	ДОЛЬСКОГО	мр,ед,вн
ДОЛЬСКИЙ	ДОЛЬСКОМУ	мр,ед,дт
ДОЛЬСКИЙ	ДОЛЬСКИМ	мр-жр,мн,дт
ДОЛЬСКИЙ	ДОЛЬСКОМ	мр,ед,пр
ДОЛЬСКИЙ	ДОЛЬСКИЕ	мр-жр,мн,им
ДОЛЬСКИЙ	ДОЛЬСКИХ	мр-жр,мн,пр
ДОЛЬСКИЙ	ДОЛЬСКИМИ	мр-жр,мн,тв
ДОЛЬСКАЯ	ДОЛЬСКАЯ	жр,ед,им
ДОЛЬСКАЯ	ДОЛЬСКОЙ	жр,ед,пр
ДОЛЬСКАЯ	ДОЛЬСКУЮ	жр,ед,вн
ДОМАНЬКОВ	ДОМАНЬКОВ	мр,ед,им
ДОМАНЬКОВА	ДОМАНЬКОВА	жр,ед,им
ДОМАНЬКОВА	ДОМАНЬКОВУ	жр,ед,вн
ДОМАНЬКОВ	ДОМАНЬКОВЫМ	мр-жр,мн,дт
ДОМАНЬКОВ	ДОМАНЬКОВЕ	мр,ед,пр
ДОМАНЬКОВ	ДОМАНЬКОВЫ	мр-жр,мн,им
ДОМАНЬКОВ	ДОМАНЬКОВЫХ	мр-жр,мн,пр
ДОМАНЬКОВ	ДОМАНЬКОВЫМИ	мр-жр,мн,тв
ДОМАНЬКОВА	ДОМАНЬКОВОЙ	жр,ед,пр
ДОМАРАЦКИЙ	ДОМАРАЦКИЙ	мр,ед,им
ДОМАРАЦКИЙ	ДОМАРАЦКОГО	мр,ед,вн
ДОМАРАЦКИЙ	ДОМАРАЦКОМУ	мр,ед,дт
ДОМАРАЦКИЙ	ДОМАРАЦКИМ	мр-жр,мн,дт
ДОМАРАЦКИЙ	ДОМАРАЦКОМ	мр,ед,пр
ДОМАРАЦКИЙ	ДОМАРАЦКИЕ	мр-жр,мн,им
ДОМАРАЦКИЙ	ДОМАРАЦКИХ	мр-жр,мн,пр
ДОМАРАЦКИЙ	ДОМАРАЦКИМИ	мр-жр,мн,тв
ДОМАРАЦКАЯ	ДОМАРАЦКАЯ	жр,ед,им
ДОМАРАЦКАЯ	ДОМАРАЦКОЙ	жр,ед,пр
ДОМАРАЦКАЯ	ДОМАРАЦКУЮ	жр,ед,вн
ДОМАШЕНКО	ДОМАШЕНКО	мр-жр,0
ДОМАЩЕНКО	ДОМАЩЕНКО	мр-жр,0
ДОМБАСЮК	ДОМБАСЮК	жр,0
ДОМБАСЮК	ДОМБАСЮКА	мр,ед,вн
ДОМБАСЮК	ДОМБАСЮКУ	мр,ед,дт
ДОМБАСЮК	ДОМБАСЮКОМ	мр,ед,тв
ДОМБАСЮК	ДОМБАСЮКЕ	мр,ед,пр
ДОМБАСЮК	ДОМБАСЮКИ	мр-жр,мн,им
ДОМБАСЮК	ДОМБАСЮКОВ	мр-жр,мн,вн
ДОМБАСЮК	ДОМБАСЮКАМ	мр-жр,мн,дт
ДОМБАСЮК	ДОМБАСЮКАМИ	мр-жр,мн,тв
ДОМБАСЮК	ДОМБАСЮКАХ	мр-жр,мн,пр
ДОМБИ	ДОМБИ	мр-жр,0
ДОМБРОВСКИЙ	ДОМБРОВСКИЙ	мр,ед,им
ДОМБРОВСКИЙ	ДОМБРОВСКОГО	мр,ед,вн
ДОМБРОВСКИЙ	ДОМБРОВСКОМУ	мр,ед,дт
ДОМБРОВСКИЙ	ДОМБРОВСКИМ	мр-жр,мн,дт
ДОМБРОВСКИЙ	ДОМБРОВСКОМ	мр,ед,пр
ДОМБРОВСКИЙ	ДОМБРОВСКИЕ	мр-жр,мн,им
ДОМБРОВСКИЙ	ДОМБРОВСКИХ	мр-жр,мн,пр
ДОМБРОВСКИЙ	ДОМБРОВСКИМИ	мр-жр,мн,тв
ДОМБРОВСКАЯ	ДОМБРОВСКАЯ	жр,ед,им
ДОМБРОВСКАЯ	ДОМБРОВСКОЙ	жр,ед,пр
ДОМБРОВСКАЯ	ДОМБРОВСКУЮ	жр,ед,вн
ДОМНИН	ДОМНИН	мр,ед,им
ДОМНИНА	ДОМНИНА	жр,ед,им
ДОМНИНА	ДОМНИНУ	жр,ед,вн
ДОМНИН	ДОМНИНЫМ	мр-жр,мн,дт
ДОМНИН	ДОМНИНЕ	мр,ед,пр
ДОМНИН	ДОМНИНЫ	мр-жр,мн,им
ДОМНИН	ДОМНИНЫХ	мр-жр,мн,пр
ДОМНИН	ДОМНИНЫМИ	мр-жр,мн,тв
ДОМНИНА	ДОМНИНОЙ	жр,ед,пр
ДОМОЛАЗОВ	ДОМОЛАЗОВ	мр,ед,им
ДОМОЛАЗОВА	ДОМОЛАЗОВА	жр,ед,им
ДОМОЛАЗОВА	ДОМОЛАЗОВУ	жр,ед,вн
ДОМОЛАЗОВ	ДОМОЛАЗОВЫМ	мр-жр,мн,дт
ДОМОЛАЗОВ	ДОМОЛАЗОВЕ	мр,ед,пр
ДОМОЛАЗОВ	ДОМОЛАЗОВЫ	мр-жр,мн,им
ДОМОЛАЗОВ	ДОМОЛАЗОВЫХ	мр-жр,мн,пр
ДОМОЛАЗОВ	ДОМОЛАЗОВЫМИ	мр-жр,мн,тв
ДОМОЛАЗОВА	ДОМОЛАЗОВОЙ	жр,ед,пр
ДОМОСЛАВСКИЙ	ДОМОСЛАВСКИЙ	мр,ед,им
ДОМОСЛАВСКИЙ	ДОМОСЛАВСКОГО	мр,ед,вн
ДОМОСЛАВСКИЙ	ДОМОСЛАВСКОМУ	мр,ед,дт
ДОМОСЛАВСКИЙ	ДОМОСЛАВСКИМ	мр-жр,мн,дт
ДОМОСЛАВСКИЙ	ДОМОСЛАВСКОМ	мр,ед,пр
ДОМОСЛАВСКИЙ	ДОМОСЛАВСКИЕ	мр-жр,мн,им
ДОМОСЛАВСКИЙ	ДОМОСЛАВСКИХ	мр-жр,мн,пр
ДОМОСЛАВСКИЙ	ДОМОСЛАВСКИМИ	мр-жр,мн,тв
ДОМОСЛАВСКАЯ	ДОМОСЛАВСКАЯ	жр,ед,им
ДОМОСЛАВСКАЯ	ДОМОСЛАВСКОЙ	жр,ед,пр
ДОМОСЛАВСКАЯ	ДОМОСЛАВСКУЮ	жр,ед,вн
ДОМРАЧЕВ	ДОМРАЧЕВ	мр,ед,им
ДОМРАЧЕВА	ДОМРАЧЕВА	жр,ед,им
ДОМРАЧЕВА	ДОМРАЧЕВУ	жр,ед,вн
ДОМРАЧЕВ	ДОМРАЧЕВЫМ	мр-жр,мн,дт
ДОМРАЧЕВ	ДОМРАЧЕВЕ	мр,ед,пр
ДОМРАЧЕВ	ДОМРАЧЕВЫ	мр-жр,мн,им
ДОМРАЧЕВ	ДОМРАЧЕВЫХ	мр-жр,мн,пр
ДОМРАЧЕВ	ДОМРАЧЕВЫМИ	мр-жр,мн,тв
ДОМРАЧЕВА	ДОМРАЧЕВОЙ	жр,ед,пр
ДОНДОКОВ	ДОНДОКОВ	мр,ед,им
ДОНДОКОВА	ДОНДОКОВА	жр,ед,им
ДОНДОКОВА	ДОНДОКОВУ	жр,ед,вн
ДОНДОКОВ	ДОНДОКОВЫМ	мр-жр,мн,дт
ДОНДОКОВ	ДОНДОКОВЕ	мр,ед,пр
ДОНДОКОВ	ДОНДОКОВЫ	мр-жр,мн,им
ДОНДОКОВ	ДОНДОКОВЫХ	мр-жр,мн,пр
ДОНДОКОВ	ДОНДОКОВЫМИ	мр-жр,мн,тв
ДОНДОКОВА	ДОНДОКОВОЙ	жр,ед,пр
ДОНДУК	ДОНДУК	жр,0
ДОНДУК	ДОНДУКА	мр,ед,вн
ДОНДУК	ДОНДУКУ	мр,ед,дт
ДОНДУК	ДОНДУКОМ	мр,ед,тв
ДОНДУК	ДОНДУКЕ	мр,ед,пр
ДОНДУК	ДОНДУКИ	мр-жр,мн,им
ДОНДУК	ДОНДУКОВ	мр-жр,мн,вн
ДОНДУК	ДОНДУКАМ	мр-жр,мн,дт
ДОНДУК	ДОНДУКАМИ	мр-жр,мн,тв
ДОНДУК	ДОНДУКАХ	мр-жр,мн,пр
ДОНДУКОВ	ДОНДУКОВ	мр,ед,им
ДОНДУКОВА	ДОНДУКОВА	жр,ед,им
ДОНДУКОВА	ДОНДУКОВУ	жр,ед,вн
ДОНДУКОВ	ДОНДУКОВЫМ	мр-жр,мн,дт
ДОНДУКОВ	ДОНДУКОВЕ	мр,ед,пр
ДОНДУКОВ	ДОНДУКОВЫ	мр-жр,мн,им
ДОНДУКОВ	ДОНДУКОВЫХ	мр-жр,мн,пр
ДОНДУКОВ	ДОНДУКОВЫМИ	мр-жр,мн,тв
ДОНДУКОВА	ДОНДУКОВОЙ	жр,ед,пр
ДОНДУКОВСКИЙ	ДОНДУКОВСКИЙ	мр,ед,им
ДОНДУКОВСКИЙ	ДОНДУКОВСКОГО	мр,ед,вн
ДОНДУКОВСКИЙ	ДОНДУКОВСКОМУ	мр,ед,дт
ДОНДУКОВСКИЙ	ДОНДУКОВСКИМ	мр-жр,мн,дт
ДОНДУКОВСКИЙ	ДОНДУКОВСКОМ	мр,ед,пр
ДОНДУКОВСКИЙ	ДОНДУКОВСКИЕ	мр-жр,мн,им
ДОНДУКОВСКИЙ	ДОНДУКОВСКИХ	мр-жр,мн,пр
ДОНДУКОВСКИЙ	ДОНДУКОВСКИМИ	мр-жр,мн,тв
ДОНДУКОВСКАЯ	ДОНДУКОВСКАЯ	жр,ед,им
ДОНДУКОВСКАЯ	ДОНДУКОВСКОЙ	жр,ед,пр
ДОНДУКОВСКАЯ	ДОНДУКОВСКУЮ	жр,ед,вн
ДОНИН	ДОНИН	мр,ед,им
ДОНИНА	ДОНИНА	жр,ед,им
ДОНИНА	ДОНИНУ	жр,ед,вн
ДОНИН	ДОНИНЫМ	мр-жр,мн,дт
ДОНИН	ДОНИНЕ	мр,ед,пр
